,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Osborne County,141,1410,Ross township,61375,Ross Township,ROSS TOWNSHIP,Ross township,Ross township,Ross township,Ross township,1422,1456,1230,1166,994,874,0,0,0,0,0,0,1422,1456,1230,1166,994,874
,Kansas,20,200,Osborne County,141,1410,Round Mound township,61475,Round Mound Township,ROUND MOUND TOWNSHIP,Round Mound township,Round Mound township,Round Mound township,Round Mound township,106,78,57,59,28,31,0,0,0,0,0,0,106,78,57,59,28,31
,Kansas,20,200,Osborne County,141,1410,Sumner township,69150,Sumner Township,SUMNER TOWNSHIP,Sumner township,Sumner township,Sumner township,Sumner township,380,275,231,206,175,172,0,0,0,0,0,0,380,275,231,206,175,172
,Kansas,20,200,Osborne County,141,1410,Tilden township,70575,Tilden Township,TILDEN TOWNSHIP,Tilden township,Tilden township,Tilden township,Tilden township,197,134,96,116,79,72,0,0,0,0,0,0,197,134,96,116,79,72
,Kansas,20,200,Osborne County,141,1410,Valley township,73000,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,56,29,30,37,38,18,0,0,0,0,0,0,56,29,30,37,38,18
,Kansas,20,200,Osborne County,141,1410,Victor township,73750,Victor Township,VICTOR TOWNSHIP,Victor township,Victor township,Victor township,Victor township,51,42,35,24,11,15,0,0,0,0,0,0,51,42,35,24,11,15
,Kansas,20,200,Osborne County,141,1410,Winfield township,79975,Winfield Township,WINFIELD TOWNSHIP,Winfield township,Winfield township,Winfield township,Winfield township,55,31,20,16,21,17,0,0,0,0,0,0,55,31,20,16,21,17
,Kansas,20,200,Ottawa County,143,1430,Bennington township,6100,Bennington Township,BENNINGTON TOWNSHIP,Bennington township,Bennington township,Bennington township,Bennington township,843,781,844,1116,1303,1219,0,0,0,0,0,0,843,781,844,1116,1303,1219
,Kansas,20,200,Ottawa County,143,1430,Blaine township,7150,Blaine Township,BLAINE TOWNSHIP,Blaine township,Blaine township,Blaine township,Blaine township,93,111,120,111,115,95,0,0,0,0,0,0,93,111,120,111,115,95
,Kansas,20,200,Ottawa County,143,1430,Buckeye township,8975,Buckeye Township,BUCKEYE TOWNSHIP,Buckeye township,Buckeye township,Buckeye township,Buckeye township,119,96,84,101,112,98,0,0,0,0,0,0,119,96,84,101,112,98
,Kansas,20,200,Ottawa County,143,1430,Center township,11975,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,90,84,75,72,82,85,0,0,0,0,0,0,90,84,75,72,82,85
,Kansas,20,200,Ottawa County,143,1430,Chapman township,12575,Chapman Township,CHAPMAN TOWNSHIP,Chapman township,Chapman township,Chapman township,Chapman township,110,76,72,67,68,69,0,0,0,0,0,0,110,76,72,67,68,69
,Kansas,20,200,Ottawa County,143,1430,Concord township,15175,Concord Township,CONCORD TOWNSHIP,Concord township,Concord township,Concord township,Concord township,143,177,163,209,237,247,0,0,0,0,0,0,143,177,163,209,237,247
,Kansas,20,200,Ottawa County,143,1430,Culver township,16725,Culver Township,CULVER TOWNSHIP,Culver township,Culver township,Culver township,Culver township,278,297,291,318,248,239,0,0,0,0,0,0,278,297,291,318,248,239
,Kansas,20,200,Ottawa County,143,1430,Durham township,19075,Durham Township,DURHAM TOWNSHIP,Durham township,Durham township,Durham township,Durham township,34,34,36,25,21,16,0,0,0,0,0,0,34,34,36,25,21,16
,Kansas,20,200,Ottawa County,143,1430,Fountain township,24075,Fountain Township,FOUNTAIN TOWNSHIP,Fountain township,Fountain township,Fountain township,Fountain township,244,199,179,190,157,160,0,0,0,0,0,0,244,199,179,190,157,160
,Kansas,20,200,Ottawa County,143,1430,Garfield township,25725,Garfield Township,GARFIELD TOWNSHIP,Garfield township,Garfield township,Garfield township,Garfield township,122,84,95,95,95,79,0,0,0,0,0,0,122,84,95,95,95,79
,Kansas,20,200,Ottawa County,143,1430,Grant township,27900,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,106,94,68,93,78,75,0,0,0,0,0,0,106,94,68,93,78,75
,Kansas,20,200,Ottawa County,143,1430,Henry township,31325,Henry Township,HENRY TOWNSHIP,Henry township,Henry township,Henry township,Henry township,46,51,31,22,27,36,0,0,0,0,0,0,46,51,31,22,27,36
,Kansas,20,200,Ottawa County,143,1430,Lincoln township,40950,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,164,161,136,143,154,155,0,0,0,0,0,0,164,161,136,143,154,155
,Kansas,20,200,Ottawa County,143,1430,Logan township,42050,Logan Township,LOGAN TOWNSHIP,Logan township,Logan township,Logan township,Logan township,146,124,89,82,77,74,0,0,0,0,0,0,146,124,89,82,77,74
,Kansas,20,200,Ottawa County,143,1430,Minneapolis city,47075,Minneapolis City,MINNEAPOLIS CITY,Minneapolis city,Minneapolis city,Minneapolis city,Minneapolis city,1971,2075,1983,2046,2032,1946,0,0,0,0,0,0,1971,2075,1983,2046,2032,1946
,Kansas,20,200,Ottawa County,143,1430,Morton township,48500,Morton Township,MORTON TOWNSHIP,Morton township,Morton township,Morton township,Morton township,552,483,454,498,463,404,0,0,0,0,0,0,552,483,454,498,463,404
,Kansas,20,200,Ottawa County,143,1430,Ottawa township,53600,Ottawa Township,OTTAWA TOWNSHIP,Ottawa township,Ottawa township,Ottawa township,Ottawa township,59,46,46,49,46,36,0,0,0,0,0,0,59,46,46,49,46,36
,Kansas,20,200,Ottawa County,143,1430,Richland township,59500,Richland Township,RICHLAND TOWNSHIP,Richland township,Richland township,Richland township,Richland township,167,174,158,218,227,207,0,0,0,0,0,0,167,174,158,218,227,207
,Kansas,20,200,Ottawa County,143,1430,Sheridan township,64725,Sheridan Township,SHERIDAN TOWNSHIP,Sheridan township,Sheridan township,Sheridan township,Sheridan township,728,699,591,589,464,402,0,0,0,0,0,0,728,699,591,589,464,402
,Kansas,20,200,Ottawa County,143,1430,Sherman township,65025,Sherman Township,SHERMAN TOWNSHIP,Sherman township,Sherman township,Sherman township,Sherman township,105,81,71,67,55,43,0,0,0,0,0,0,105,81,71,67,55,43
,Kansas,20,200,Ottawa County,143,1430,Stanton township,67950,Stanton Township,STANTON TOWNSHIP,Stanton township,Stanton township,Stanton township,Stanton township,63,44,48,52,30,50,0,0,0,0,0,0,63,44,48,52,30,50
,Kansas,20,200,Pawnee County,145,1450,Ash Valley township,2825,Ash Valley Township,ASH VALLEY TOWNSHIP,Ash Valley township,Ash Valley township,Ash Valley township,Ash Valley township,79,66,60,49,47,74,0,0,0,0,0,0,79,66,60,49,47,74
,Kansas,20,200,Pawnee County,145,1450,Browns Grove township,8750,Browns Grove Township,BROWNS GROVE TOWNSHIP,Browns Grove township,Browns Grove township,Browns Grove township,Browns Grove township,366,336,298,310,298,267,0,0,0,0,0,0,366,336,298,310,298,267
,Kansas,20,200,Pawnee County,145,1450,Conkling township,15225,Conkling Township,CONKLING TOWNSHIP,Conkling township,Conkling township,Conkling township,Conkling township,69,33,31,26,30,17,0,0,0,0,0,0,69,33,31,26,30,17
,Kansas,20,200,Pawnee County,145,1450,Garfield township,25775,Garfield Township,GARFIELD TOWNSHIP,Garfield township,Garfield township,Garfield township,Garfield township,338,326,287,259,234,184,0,0,0,0,0,0,338,326,287,259,234,184
,Kansas,20,200,Pawnee County,145,1450,Grant township,27925,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,320,293,238,234,195,142,0,0,0,0,0,0,320,293,238,234,195,142
,Kansas,20,200,Pawnee County,145,1450,Keysville township,36625,Keysville Township,KEYSVILLE TOWNSHIP,Keysville township,Keysville township,Keysville township,Keysville township,78,71,55,55,32,42,0,0,0,0,0,0,78,71,55,55,32,42
,Kansas,20,200,Pawnee County,145,1450,Larned city,38700,Larned City,LARNED CITY,Larned city,Larned city,Larned city,Larned city,4567,4811,4490,4236,4054,3769,4567,4811,4490,4187,4007,3729,0,0,0,49,47,40
,Kansas,20,200,Pawnee County,145,1450,Larned township,38725,Larned Township,LARNED TOWNSHIP,Larned township,Larned township,Larned township,Larned township,390,333,248,266,255,267,0,0,0,55,23,5,390,333,248,211,232,262
,Kansas,20,200,Pawnee County,145,1450,Lincoln township,40975,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,57,54,37,28,24,15,0,0,0,0,0,0,57,54,37,28,24,15
,Kansas,20,200,Pawnee County,145,1450,Logan township,42075,Logan Township,LOGAN TOWNSHIP,Logan township,Logan township,Logan township,Logan township,95,60,59,48,49,45,0,0,0,0,0,0,95,60,59,48,49,45
,Kansas,20,200,Pawnee County,145,1450,Morton township,48525,Morton Township,MORTON TOWNSHIP,Morton township,Morton township,Morton township,Morton township,124,89,61,56,55,31,0,0,0,0,0,0,124,89,61,56,55,31
,Kansas,20,200,Pawnee County,145,1450,Orange township,53000,Orange Township,ORANGE TOWNSHIP,Orange township,Orange township,Orange township,Orange township,87,85,81,73,43,72,0,0,0,0,0,0,87,85,81,73,43,72
,Kansas,20,200,Pawnee County,145,1450,Pawnee township,54800,Pawnee Township,PAWNEE TOWNSHIP,Pawnee township,Pawnee township,Pawnee township,Pawnee township,134,101,154,82,441,649,0,0,0,5,367,0,134,101,154,77,74,649
,Kansas,20,200,Pawnee County,145,1450,Pleasant Grove township,56400,Pleasant Grove Township,PLEASANT GROVE TOWNSHIP,Pleasant Grove township,Pleasant Grove township,Pleasant Grove township,Pleasant Grove township,226,243,256,230,172,162,0,0,0,0,0,0,226,243,256,230,172,162
,Kansas,20,200,Pawnee County,145,1450,Pleasant Ridge township,56475,Pleasant Ridge Township,PLEASANT RIDGE TOWNSHIP,Pleasant Ridge township,Pleasant Ridge township,Pleasant Ridge township,Pleasant Ridge township,106,83,76,56,45,43,0,0,0,0,0,0,106,83,76,56,45,43
,Kansas,20,200,Pawnee County,145,1450,Pleasant Valley township,56600,Pleasant Valley Township,PLEASANT VALLEY TOWNSHIP,Pleasant Valley township,Pleasant Valley township,Pleasant Valley township,Pleasant Valley township,187,134,144,128,85,80,0,0,0,0,0,0,187,134,144,128,85,80
,Kansas,20,200,Pawnee County,145,1450,River township,60050,River Township,RIVER TOWNSHIP,River township,River township,River township,River township,91,111,102,87,66,57,0,0,0,0,0,0,91,111,102,87,66,57
,Kansas,20,200,Pawnee County,145,1450,Santa Fe township,63025,Santa Fe Township,SANTA FE TOWNSHIP,Santa Fe township,Santa Fe township,Santa Fe township,Santa Fe township,876,579,632,788,675,184,0,0,0,692,367,0,876,579,632,96,308,184
,Kansas,20,200,Pawnee County,145,1450,Sawmill township,63250,Sawmill Township,SAWMILL TOWNSHIP,Sawmill township,Sawmill township,Sawmill township,Sawmill township,54,36,29,24,19,20,0,0,0,0,0,0,54,36,29,24,19,20
,Kansas,20,200,Pawnee County,145,1450,Shiley township,65275,Shiley Township,SHILEY TOWNSHIP,Shiley township,Shiley township,Shiley township,Shiley township,46,33,42,28,20,39,0,0,0,0,0,0,46,33,42,28,20,39
,Kansas,20,200,Pawnee County,145,1450,Valley Center township,73225,Valley Center Township,VALLEY CENTER TOWNSHIP,Valley Center township,Valley Center township,Valley Center township,Valley Center township,69,91,64,57,46,20,0,0,0,0,0,0,69,91,64,57,46,20
,Kansas,20,200,Pawnee County,145,1450,Walnut township,75050,Walnut Township,WALNUT TOWNSHIP,Walnut township,Walnut township,Walnut township,Walnut township,125,97,111,113,88,74,0,0,0,0,0,0,125,97,111,113,88,74
,Kansas,20,200,Phillips County,147,1470,Arcade township,2150,Arcade Township,ARCADE TOWNSHIP,Arcade township,Arcade township,Arcade township,Arcade township,121,106,100,96,97,88,0,0,0,0,0,0,121,106,100,96,97,88
,Kansas,20,200,Phillips County,147,1470,Beaver township,5100,Beaver Township,BEAVER TOWNSHIP,Beaver township,Beaver township,Beaver township,Beaver township,103,94,69,54,55,53,0,0,0,0,0,0,103,94,69,54,55,53
,Kansas,20,200,Phillips County,147,1470,Belmont township,5700,Belmont Township,BELMONT TOWNSHIP,Belmont township,Belmont township,Belmont township,Belmont township,164,114,141,113,90,78,0,0,0,0,0,0,164,114,141,113,90,78
,Kansas,20,200,Phillips County,147,1470,Bow Creek township,8075,Bow Creek Township,BOW CREEK TOWNSHIP,Bow Creek township,Bow Creek township,Bow Creek township,Bow Creek township,57,39,40,44,43,18,0,0,0,0,0,0,57,39,40,44,43,18
,Kansas,20,200,Phillips County,147,1470,Crystal township,16550,Crystal Township,CRYSTAL TOWNSHIP,Crystal township,Crystal township,Crystal township,Crystal township,85,82,53,59,50,42,0,0,0,0,0,0,85,82,53,59,50,42
,Kansas,20,200,Phillips County,147,1470,Dayton township,17100,Dayton Township,DAYTON TOWNSHIP,Dayton township,Dayton township,Dayton township,Dayton township,89,64,52,53,33,48,0,0,0,0,0,0,89,64,52,53,33,48
,Kansas,20,200,Phillips County,147,1470,Deer Creek township,17200,Deer Creek Township,DEER CREEK TOWNSHIP,Deer Creek township,Deer Creek township,Deer Creek township,Deer Creek township,99,105,91,67,66,68,0,0,0,0,0,0,99,105,91,67,66,68
,Kansas,20,200,Phillips County,147,1470,Freedom township,24650,Freedom Township,FREEDOM TOWNSHIP,Freedom township,Freedom township,Freedom township,Freedom township,118,109,98,85,90,77,0,0,0,0,0,0,118,109,98,85,90,77
,Kansas,20,200,Phillips County,147,1470,Glenwood township,26650,Glenwood Township,GLENWOOD TOWNSHIP,Glenwood township,Glenwood township,Glenwood township,Glenwood township,78,52,52,42,44,54,0,0,0,0,0,0,78,52,52,42,44,54
,Kansas,20,200,Phillips County,147,1470,Granite township,27450,Granite Township,GRANITE TOWNSHIP,Granite township,Granite township,Granite township,Granite township,99,68,28,21,31,28,0,0,0,0,0,0,99,68,28,21,31,28
,Kansas,20,200,Phillips County,147,1470,Greenwood township,28775,Greenwood Township,GREENWOOD TOWNSHIP,Greenwood township,Greenwood township,Greenwood township,Greenwood township,83,63,56,45,42,38,0,0,0,0,0,0,83,63,56,45,42,38
,Kansas,20,200,Phillips County,147,1470,Kirwin township,37300,Kirwin Township,KIRWIN TOWNSHIP,Kirwin township,Kirwin township,Kirwin township,Kirwin township,375,329,348,307,234,179,0,0,0,0,0,0,375,329,348,307,234,179
,Kansas,20,200,Phillips County,147,1470,Logan township,42125,Logan Township,LOGAN TOWNSHIP,Logan township,Logan township,Logan township,Logan township,875,802,705,666,637,513,0,0,0,0,0,0,875,802,705,666,637,513
,Kansas,20,200,Phillips County,147,1470,Long Island township,42625,Long Island Township,LONG ISLAND TOWNSHIP,Long Island township,Long Island township,Long Island township,Long Island township,343,318,271,251,226,211,0,0,0,0,0,0,343,318,271,251,226,211
,Kansas,20,200,Phillips County,147,1470,Mound township,48725,Mound Township,MOUND TOWNSHIP,Mound township,Mound township,Mound township,Mound township,255,192,178,129,144,96,0,0,0,0,0,0,255,192,178,129,144,96
,Kansas,20,200,Phillips County,147,1470,Phillipsburg city,55675,Phillipsburg City,PHILLIPSBURG CITY,Phillipsburg city,Phillipsburg city,Phillipsburg city,Phillipsburg city,3241,3229,2828,2668,2581,2337,3241,3229,2828,2618,2580,0,0,0,0,50,1,2337
,Kansas,20,200,Phillips County,147,1470,Phillipsburg township,55700,Phillipsburg Township,PHILLIPSBURG TOWNSHIP,Phillipsburg township,Phillipsburg township,Phillipsburg township,Phillipsburg township,343,433,407,257,259,242,0,0,0,61,29,0,343,433,407,196,230,242
,Kansas,20,200,Phillips County,147,1470,Plainview township,56125,Plainview Township,PLAINVIEW TOWNSHIP,Plainview township,Plainview township,Plainview township,Plainview township,45,21,25,23,15,28,0,0,0,0,0,0,45,21,25,23,15,28
,Kansas,20,200,Phillips County,147,1470,Plum township,56775,Plum Township,PLUM TOWNSHIP,Plum township,Plum township,Plum township,Plum township,438,462,428,447,379,331,0,0,0,0,0,0,438,462,428,447,379,331
,Kansas,20,200,Phillips County,147,1470,Prairie View township,57550,Prairie View Township,PRAIRIE VIEW TOWNSHIP,Prairie View township,Prairie View township,Prairie View township,Prairie View township,322,264,226,220,200,165,0,0,0,0,0,0,322,264,226,220,200,165
,Kansas,20,200,Phillips County,147,1470,Rushville township,61800,Rushville Township,RUSHVILLE TOWNSHIP,Rushville township,Rushville township,Rushville township,Rushville township,62,36,16,23,15,30,0,0,0,0,0,0,62,36,16,23,15,30
,Kansas,20,200,Phillips County,147,1470,Solomon township,66350,Solomon Township,SOLOMON TOWNSHIP,Solomon township,Solomon township,Solomon township,Solomon township,307,258,240,226,201,148,0,0,0,0,0,0,307,258,240,226,201,148
,Kansas,20,200,Phillips County,147,1470,Sumner township,69175,Sumner Township,SUMNER TOWNSHIP,Sumner township,Sumner township,Sumner township,Sumner township,76,55,55,43,48,35,0,0,0,0,0,0,76,55,55,43,48,35
,Kansas,20,200,Phillips County,147,1470,Towanda township,71175,Towanda Township,TOWANDA TOWNSHIP,Towanda township,Towanda township,Towanda township,Towanda township,35,23,30,26,22,28,0,0,0,0,0,0,35,23,30,26,22,28
,Kansas,20,200,Phillips County,147,1470,Valley township,73025,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,39,55,38,22,23,24,0,0,0,0,0,0,39,55,38,22,23,24
,Kansas,20,200,Phillips County,147,1470,Walnut township,75075,Walnut Township,WALNUT TOWNSHIP,Walnut township,Walnut township,Walnut township,Walnut township,36,33,15,14,17,22,0,0,0,0,0,0,36,33,15,14,17,22
,Kansas,20,200,Pottawatomie County,149,1490,Belvue township,5950,Belvue Township,BELVUE TOWNSHIP,Belvue township,Belvue township,Belvue township,Belvue township,339,353,330,404,368,392,0,0,0,0,0,0,339,353,330,404,368,392
,Kansas,20,200,Pottawatomie County,149,1490,Blue township,7550,Blue Township,BLUE TOWNSHIP,Blue township,Blue township,Blue township,Blue township,263,1402,1620,1802,3046,4926,0,0,0,0,1651,3836,263,1402,1620,1802,1395,1090
,Kansas,20,200,Pottawatomie County,149,1490,Blue Valley township,7725,Blue Valley Township,BLUE VALLEY TOWNSHIP,Blue Valley township,Blue Valley township,Blue Valley township,Blue Valley township,293,293,336,339,343,380,0,0,0,0,0,0,293,293,336,339,343,380
,Kansas,20,200,Pottawatomie County,149,1490,Center township,12000,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,120,126,102,104,105,138,0,0,0,0,0,0,120,126,102,104,105,138
,Kansas,20,200,Pottawatomie County,149,1490,Clear Creek township,13800,Clear Creek Township,CLEAR CREEK TOWNSHIP,Clear Creek township,Clear Creek township,Clear Creek township,Clear Creek township,157,152,134,113,140,150,0,0,0,0,0,0,157,152,134,113,140,150
,Kansas,20,200,Pottawatomie County,149,1490,Emmett township,21125,Emmett Township,EMMETT TOWNSHIP,Emmett township,Emmett township,Emmett township,Emmett township,273,377,343,478,427,450,0,0,0,0,0,0,273,377,343,478,427,450
,Kansas,20,200,Pottawatomie County,149,1490,Grant township,27950,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,309,365,285,293,268,235,0,0,0,0,0,0,309,365,285,293,268,235
,Kansas,20,200,Pottawatomie County,149,1490,Green township,28450,Green Township,GREEN TOWNSHIP,Green township,Green township,Green township,Green township,120,153,160,188,184,213,0,0,0,0,0,0,120,153,160,188,184,213
,Kansas,20,200,Pottawatomie County,149,1490,Lincoln township,41000,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,134,122,124,124,119,95,0,0,0,0,0,0,134,122,124,124,119,95
